,ChName,Dynasty,DynastyBirth,DynastyDeath,EngName,Entry,EraBirth,EraDeath,EraYearBirth,EraYearDeath,Gender,IndexYear,JunWang,Notes,PersonId,SocialStatus,YearBirth,YearDeath,YearsLived,nid
9653,哈只,元,未詳,未詳,Hazhi,,未詳,未詳,,,0,1287,【未詳】,Index year algorithmically generated: Rule 9;,115960,,,,,115960
9654,朶羅歹,元,未詳,未詳,Duoluodai,,未詳,未詳,,,0,,【未詳】,,114672,,,,,114672
9655,解時大,元,未詳,未詳,Jie Shida,,未詳,未詳,,,0,,【未詳】,,109943,,,,,109943
9656,周伯強,元,未詳,未詳,Zhou Boqiang,,未詳,未詳,,,0,1362,【未詳】,"Zhou(1) Boqiang [28718] CHECK fuenrary inscription of father, Yingxing [28697].",28718,,0,0,0,28718
9657,不顏塔失,元,未詳,未詳,Buyantashi,,未詳,未詳,,,0,1297,【未詳】,Index year algorithmically generated: Rule 8;,114388,,,,,114388
9658,厲和甫,元,未詳,未詳,Li Huofu,,未詳,未詳,,,0,,【未詳】,,111470,,,,,111470
9659,范天助,元,未詳,未詳,Fan Tianzhu,,未詳,未詳,,,0,,【未詳】,,105063,天文學家（星象家）;行醫,,,,105063
9660,安思承,元,未詳,未詳,An Sicheng,,未詳,未詳,,,0,,【未詳】,,101889,,,,,101889
9661,八失忽都魯,元,未詳,未詳,Bashihudoulu,,未詳,未詳,,,0,,【未詳】,,390450,,,,,390450
9662,王元,元,未詳,未詳,Wang Yuan,,未詳,未詳,,,0,,【未詳】,,100631,,,,,100631
9663,朱貞,元,未詳,未詳,Zhu Zhen,,未詳,未詳,,,0,,【未詳】,,101923,,,,,101923
9664,布魯海牙,元,未詳,未詳,Buluhaiya,,未詳,未詳,,,0,1256,【未詳】,,114222,,1197,1265,69,114222
9665,陳希良,元,未詳,未詳,Chen Xiliang,血親門,未詳,未詳,,,0,,【未詳】,,108201,,,,,108201
9666,潘世演,元,未詳,未詳,Pan Shiyan,,未詳,未詳,,,0,1336,【未詳】,"Pan(1) Shiyan [18204] See documentation for father-in-law, Shi(5) Mengqing [18159].",18204,,0,0,0,18204
9667,王氏(王炎澤女),元,未詳,未詳,Wang Shi(Daughter of Wang Yan Ze),,未詳,未詳,,,1,1342,【未詳】,,386584,,,,,386584
9668,劉福,元,未詳,未詳,Liu Fu,,未詳,未詳,,,0,,【未詳】,,111020,,,,,111020
9669,師尹,元,未詳,未詳,Shi Yin,,未詳,未詳,,,0,,【未詳】,,105433,,,,,105433
9670,龔翊,元,未詳,未詳,Gong Yi,,未詳,未詳,,,0,,【未詳】,,113508,,,,,113508
9671,潘氏(汪琰妻),元,未詳,未詳,Fan Shi(Wife of Wang Yan ),,未詳,未詳,,,1,,【未詳】,,111535,,,,,111535
9672,韋星鳳,元,未詳,未詳,Wei Xingfeng,,未詳,未詳,,,0,,【未詳】,,105126,書院山長,,,,105126
9673,張忽都善児,元,未詳,未詳,Zhanghudoushanni,,未詳,未詳,,,0,,【未詳】,,400782,,,,,400782
9674,于大本,元,未詳,未詳,Yu Daben,,未詳,未詳,,,0,1352,【未詳】,,100324,,,1352,,100324
9675,吳逵,元,未詳,未詳,Wu Kui,,未詳,未詳,,,0,,【未詳】,,102319,,,,,102319
9676,阿爾哈雅,元,未詳,未詳,Aerhaya,,未詳,未詳,,,0,,【未詳】,,430334,,,,,430334
9677,完者不花,元,未詳,未詳,Wanzhebuhua,,未詳,未詳,,,0,,【未詳】,,115825,,,,,115825
9678,張氏(文璧妻),元,未詳,未詳,Zhang Shi(Wife of Wen Bi ),,未詳,未詳,,,1,,【未詳】,,117818,,,,,117818
9679,焦世榮,元,未詳,未詳,Jiao Shirong,,未詳,未詳,,,0,,【未詳】,,108714,,,,,108714
9680,葛明誠,元,未詳,未詳,Ge Mingcheng,,未詳,未詳,,,0,,【未詳】,,109806,,,,,109806
9681,燕秃哈兒,元,未詳,未詳,Yantuhaer,,未詳,未詳,,,0,1349,【未詳】,Index year algorithmically generated: Rule 8;,114737,,,,,114737
9682,釋自緣,元,未詳,未詳,Shi Ziyuan,,未詳,未詳,,,0,1368,【未詳】,,113158,,1310,1368,59,113158
9683,劉太初,元,未詳,未詳,Liu Taichu,,未詳,未詳,,,0,,【未詳】,,111165,,,,,111165
9684,姬義,元,未詳,未詳,Ji Yi,,未詳,未詳,,,0,,【未詳】,,396838,,,,,396838
9685,徐世榮,元,未詳,未詳,Xu Shirong,,未詳,未詳,,,0,,【未詳】,,105576,,,,,105576
9686,王珪,元,未詳,未詳,Wang Gui,,未詳,未詳,,,0,,【未詳】,,100774,,,,,100774
9687,李仁,元,未詳,未詳,Li Ren,,未詳,未詳,,,0,,【未詳】,,102749,,,,,102749
9688,安氏(李弘益次妻),元,未詳,未詳,An Shi(Wife of Li Hong Yi Ci ),,未詳,未詳,,,1,,【未詳】,,101866,貞婦,,,,101866
9689,普顏八達耳,元,未詳,未詳,Puyanbadaer,正常科舉,未詳,未詳,,,0,1383,【未詳】,Index year algorithmically generated: Rule 6;,114367,,,,,114367
9690,陳伯顏不花,元,未詳,未詳,Chen Boyanbuhua,,未詳,未詳,,,0,,【未詳】,,108344,,,,,108344
9691,趙氏(陸燾妻),元,未詳,未詳,Zhao Shi(Wife of Lu Tao ),,未詳,未詳,,,1,,【未詳】,,110324,,,,,110324
9692,龍氏(左幼白妻),元,未詳,未詳,Long Shi(Wife of Zuo You Bai ),,未詳,未詳,,,1,,【未詳】,,112319,,,,,112319
9693,史仲彬,明,未詳,未詳,Shi Zhongbin,,未詳,未詳,,,0,1425,【未詳】,明人傳記資料索引頁碼103,127057,,1366,1427,,127057
9694,鄭斗齡,元,未詳,未詳,Zheng Douling,,未詳,未詳,,,0,1319,【未詳】,"Zheng(1) Douling [30797] CHECK funerary inscription of father, An [30795].",30797,,0,0,0,30797
9695,段定僧,元,未詳,未詳,Duan Dingseng,,未詳,未詳,,,0,,【未詳】,,104737,,,,,104737
9696,郭永錫,元,未詳,未詳,Guo Yongxi,,未詳,未詳,,,0,,【未詳】,,107818,,,,,107818
9697,普華帖睦爾,元,未詳,未詳,Puhuatiemuer,,未詳,未詳,,,0,,【未詳】,,404391,,,,,404391
9698,李塔失帖木兒,元,未詳,未詳,Li Tashitiemuer,,未詳,未詳,,,0,,【未詳】,,103508,,,,,103508
9699,張觀光,元,未詳,未詳,Zhang Guanguang,薦舉門,未詳,未詳,,,0,1321,【未詳】,"Zhang(1) Guanguang [27951] WDY, 2, p. 1172.",27951,[為官者：文];[太學生];拒絕出仕,0,0,0,27951
9700,史琳,元,未詳,未詳,Shi Lin,,未詳,未詳,,,0,,【未詳】,,101535,,,,,101535
9701,黃溥,元,未詳,未詳,Huang Pu,正常科舉,未詳,未詳,,,0,1374,【未詳】,Index year algorithmically generated: Rule 6;,109105,,,,,109105
9702,綽兒馬罕,元,未詳,未詳,Chaoermahan,,未詳,未詳,,,0,,【未詳】,,115126,,,,,115126
9703,黄氏(陈逺大第一任妻),元,未詳,未詳,Huang Shi(Wife of Chen Yuanda diyiren),,未詳,未詳,,,1,1310,【未詳】,,385347,,,1302,,385347
9704,鄭壽,元,未詳,未詳,Zheng Shou,,未詳,未詳,,,0,,【未詳】,,111866,,,,,111866
9705,齊思古,元,未詳,未詳,Qi Sigu,,未詳,未詳,,,0,,【未詳】,,110774,,,,,110774
9706,顏成子,元,未詳,未詳,Yan Chengzi,正常科舉,未詳,未詳,,,0,1362,【未詳】,Index year algorithmically generated: Rule 6;,112749,,,,,112749
9707,邵毅,元,未詳,未詳,Shao Yi,,未詳,未詳,,,0,,【未詳】,,104367,,,,,104367
9708,李文慶,元,未詳,未詳,Li Wenqing,,未詳,未詳,,,0,,【未詳】,,103158,,,,,103158
9709,王守義,元,未詳,未詳,Wang Shouyi,,未詳,未詳,,,0,,【未詳】,,101165,,,,,101165
9710,尹慧,元,未詳,未詳,Yin Hui,,未詳,未詳,,,0,,【未詳】,,398826,,,,,398826
9711,忙哥,元,未詳,未詳,Mangge,,未詳,未詳,,,0,,【未詳】,,115576,,,,,115576
9712,楊克忠,元,未詳,未詳,Yang Kezhong,血親門,未詳,未詳,,,0,,【未詳】,,109555,,,,,109555
9713,俞某,元,未詳,未詳,Yu Mou,,未詳,未詳,,,0,1280,【未詳】,,386838,,,,,386838
9714,張弘綱,元,未詳,未詳,Zhang Honggang,,未詳,未詳,,,0,1296,【未詳】,,106970,,1237,1301,65,106970
9715,許汝霖,元,未詳,未詳,Xu Rulin,正常科舉,未詳,未詳,,,0,1368,【未詳】,,107662,隱居不仕,1309,,,107662
9716,曾遇,元,未詳,未詳,Zeng Yu,,未詳,未詳,,,0,,【未詳】,,108597,,,,,108597
9717,釋梵琦,明,未詳,未詳,Shi Fanqi,,未詳,未詳,,,0,1355,【未詳】,,113271,,1296,1370,75,113271
9718,薛爾吉思,元,未詳,未詳,Xueerjisi,,未詳,未詳,,,0,,【未詳】,,116589,,,,,116589
9719,傅保,元,未詳,未詳,Fu Bao,,未詳,未詳,,,0,1345,【未詳】,"Fu(5) Bao [28124] CHECK funerary inscription of father-in-law, Wang(2) Yanze [10724].",28124,,0,0,0,28124
9720,黑歹不花,元,未詳,未詳,Heidaibuhua,,未詳,未詳,,,0,,【未詳】,,116073,,,,,116073
9721,譚應發,元,未詳,未詳,Tan Yingfa,,未詳,未詳,,,0,,【未詳】,,112899,,,,,112899
9722,吳思仁,元,未詳,未詳,Wu Siren,,未詳,未詳,,,0,,【未詳】,,102460,,,,,102460
9723,曹松年,元,未詳,未詳,Cao Songnian,,未詳,未詳,,,0,1260,【未詳】,,107398,,1201,1275,75,107398
9724,孔謙,元,未詳,未詳,Kong Qian,,未詳,未詳,,,0,,【未詳】,,397053,,,,,397053
9725,張道謙,元,未詳,未詳,Zhang Daoqian,薦舉門,未詳,未詳,,,0,1354,【未詳】,,107232,,1295,1363,69,107232
9726,劉中可,元,未詳,未詳,Liu Zhongke,,未詳,未詳,,,0,,【未詳】,,390796,,,,,390796
9727,劉禛,元,未詳,未詳,Liu Zhen,,未詳,未詳,,,0,,【未詳】,,391884,,,,,391884
9728,暗都剌,元,未詳,未詳,Andoula,,未詳,未詳,,,0,1336,【未詳】,,113621,,1277,1346,70,113621
9729,忙古不花,元,未詳,未詳,Manggu Buhua,血親門,未詳,未詳,,,0,1331,雍古,"Manggut Buqa [28574] WDY, 4, p. 2460.",28574,[武官],0,0,0,28574
9730,龎國富,元,未詳,未詳,Pang Guofu,,未詳,未詳,,,0,,【未詳】,,112933,,,,,112933
9731,沈公諒,元,未詳,未詳,Shen Gongliang,,未詳,未詳,,,0,,【未詳】,,411740,,,,,411740
9732,沙的,元,未詳,未詳,Shade,,未詳,未詳,,,0,,【未詳】,,116423,,,,,116423
9733,朱得先,元,未詳,未詳,Zhu Dexian,,未詳,未詳,,,0,,【未詳】,,102030,,,,,102030
9734,李真,元,未詳,未詳,Li Zhen,,未詳,未詳,,,0,,【未詳】,,102899,博學之人,,,,102899
9735,信世昌,元,未詳,未詳,Xin Shichang,,未詳,未詳,,,0,1283,【未詳】,亦據元人傳記資料索引電子版4640,43939,[為官者：文];畫家,,,,43939
9736,馬文淵,元,未詳,未詳,Ma Wenyuan,,未詳,未詳,,,0,,【未詳】,,106073,,,,,106073
9737,楊秩,元,未詳,未詳,Yang Zhi,,未詳,未詳,,,0,,【未詳】,,109386,,,,,109386
9738,魏思廉,元,未詳,未詳,Wei Silian,,未詳,未詳,,,0,1249,【未詳】,Wei(5) Silian [28827] CHECK funerary inscription (Umehara index).,28827,,1190,1249,60,28827
9739,謝大桐,元,未詳,未詳,Xie Datong,,未詳,未詳,,,0,,【未詳】,,112460,,,,,112460
9740,月魯帖木兒,元,未詳,未詳,Yuelutiemuer,,未詳,未詳,,,0,,【未詳】,,117398,,,,,117398
9741,吳良,元,未詳,未詳,Wu Liang,,未詳,未詳,,,0,1310,【未詳】,,117662,,1259,1310,52,117662
9742,鐵閭,元,未詳,未詳,Tielv,,未詳,未詳,,,0,,【未詳】,,116970,,,,,116970
9743,李志常,元,未詳,未詳,Li Zhichang,,未詳,未詳,,,0,1252,【未詳】,,103271,,1193,1256,64,103271
9744,張涉,元,未詳,未詳,Zhang She,,未詳,未詳,,,0,,【未詳】,,106589,,,,,106589
9745,常真,元,未詳,未詳,Chang Zhen,,未詳,未詳,,,0,,【未詳】,,106423,書院山長,,,,106423
9746,安清,元,未詳,未詳,An Qing,,未詳,未詳,,,0,,【未詳】,,397950,,,,,397950
9747,董守遜,元,未詳,未詳,Dong Shouxun,徵召門,未詳,未詳,,,0,1341,【未詳】,"Dong(1) Shouxun [29365] WDY, 3, p. 1608.",29365,[為官者：文],,,,29365
9748,盧昭,元,未詳,未詳,Lu Zhao,,未詳,未詳,,,0,,【未詳】,,112030,詩人;史學家;經學家,,,,112030
9749,篤古八剌,元,未詳,未詳,Dugubala,,未詳,未詳,,,0,1373,【未詳】,Index year algorithmically generated: Rule 13;,117232,,,,,117232
9750,韓挺持,元,未詳,未詳,Han Tingchi,,未詳,未詳,,,0,,【未詳】,,432923,,,,,432923
9751,李敦,元,未詳,未詳,Li Dun,,未詳,未詳,,,0,1319,【未詳】,,102933,,1260,1333,74,102933
9752,汪炳,元,未詳,未詳,Wang Bing,,未詳,未詳,,,0,,【未詳】,,103621,書院山長,,,,103621
9753,岳惟德,元,未詳,未詳,Yue Weide,,未詳,未詳,,,1,1322,【未詳】,,117727,,1287,1322,36,117727
9754,也先海牙,元,未詳,未詳,Yexianhaiya,,未詳,未詳,,,0,,【未詳】,,114808,,,,,114808
9755,塔出,元,未詳,未詳,Tachu,,未詳,未詳,,,0,,【未詳】,,116835,,,,,116835
9756,葉大榮,元,未詳,未詳,Ye Darong,,未詳,未詳,,,0,1321,【未詳】,,109739,,1262,1326,65,109739
9757,忽奇兒,元,未詳,未詳,Huqier,,未詳,未詳,,,0,,【未詳】,,402880,,,,,402880
9758,王振鵬,元,未詳,未詳,Wang Zhenpeng,,未詳,未詳,,,0,,【未詳】,,101309,畫家,,,,101309
9759,李思聰,元,未詳,未詳,Li Sicong,,未詳,未詳,,,0,,【未詳】,,103334,,,,,103334
9760,曾氏(王棲妻),元,未詳,未詳,Zeng Shi(Wife of Wang Qi),,未詳,未詳,,,1,1351,【未詳】,,134047,,,,,134047
9761,高仁,元,未詳,未詳,Gao Ren,,未詳,未詳,,,0,,【未詳】,,106136,,,,,106136
9762,韓中,元,未詳,未詳,Han Zhong,,未詳,未詳,,,0,1311,【未詳】,,112525,,1253,1311,59,112525
9763,荅兒馬失立,元,未詳,未詳,Taermashili,,未詳,未詳,,,0,,【未詳】,,420508,,,,,420508
9764,趙元行,元,未詳,未詳,Zhao Yuanxing,,未詳,未詳,,,0,,【未詳】,,110518,,,,,110518
9765,楊俶,元,未詳,未詳,Yang Chu,,未詳,未詳,,,0,,【未詳】,,109369,,,,,109369
9766,月烈,元,未詳,未詳,Yuelie,,未詳,未詳,,,1,1304,【未詳】,Index year algorithmically generated: Rule 8;,117377,,,,,117377
9767,李彧,元,未詳,未詳,Li Yu,,未詳,未詳,,,0,,【未詳】,,102876,,,,,102876
9768,石子章,元,未詳,未詳,Shi Zizhang,,未詳,未詳,,,0,,【未詳】,,101759,,,,,101759
9769,沈兼善,元,未詳,未詳,Shen Jianshan,,未詳,未詳,,,0,,【未詳】,,103764,,,,,103764
9770,張英,元,未詳,未詳,Zhang Ying,,未詳,未詳,,,0,,【未詳】,,106566,畫家,,,,106566
9771,項鼎,元,未詳,未詳,Xiang Ding,,未詳,未詳,,,0,1310,【未詳】,,108981,,1254,1310,57,108981
9772,蕭鵬擧,元,未詳,未詳,Xiao Pengju,,未詳,未詳,,,0,,【未詳】,,112175,,,,,112175
9773,寧從周,元,未詳,未詳,Ning Congzhou,,未詳,未詳,,,0,,【未詳】,,110148,,,,,110148
9774,萬石,元,未詳,未詳,Wan Shi,,未詳,未詳,,,0,,【未詳】,,109693,,,,,109693
9775,蘇安道,元,未詳,未詳,Su Andao,,未詳,未詳,,,0,1324,【未詳】,,386357,,,,,386357
9776,火者,元,未詳,未詳,Huozhe,,未詳,未詳,,,0,,【未詳】,,116136,,,,,116136
9777,陳天珏,元,未詳,未詳,Chen Tianjue,,未詳,未詳,,,0,,【未詳】,,108128,,,,,108128
9778,焦燧,元,未詳,未詳,Jiao Sui,,未詳,未詳,,,0,,【未詳】,,413268,,,,,413268
9779,呂恆,元,未詳,未詳,Lv Heng,,未詳,未詳,,,0,1384,【未詳】,Index year algorithmically generated: Rule 8;,102525,,,,,102525
9780,文朵兒八歹,元,未詳,未詳,Wen Duoerbae,,未詳,未詳,,,0,,【未詳】,,100518,,,,,100518
9781,紀催弟,元,未詳,未詳,Ji Cuidi,,未詳,未詳,,,0,,【未詳】,,104808,,,,,104808
9782,張瓐,元,未詳,未詳,Zhang Lu,,未詳,未詳,,,0,,【未詳】,,106835,,,,,106835
9783,郭昂,元,未詳,未詳,Guo Ang,,未詳,未詳,,,0,,【未詳】,,107727,,,,,107727
9784,趙必俊,元,未詳,未詳,Zhao Bijun,,未詳,未詳,,,0,1333,宋太宗,"Zhao(1) Bijun [28061] See documentation for son, Liangben [28058]. There were eighteen years separating the birth of Liangben and his younger brother, Liangxian [28062]. Therefore, I am assuming that Pujiang residents, Liangren [28090] was a son and that Youtong [28092] was a grandson. Liangzuo [28091] was probably a son as well, Liangben's elder brother. The kinship distance might have been slightly more, but was certainly there. WDY, 3, p.1724.",28061,地方士人/鄉紳,0,0,0,28061
9785,劉秉仁,元,未詳,未詳,Liu Bingren,,未詳,未詳,,,0,,【未詳】,,111309,,,,,111309
9786,釋智楫,元,未詳,未詳,Shi Zhiji,,未詳,未詳,,,0,,【未詳】,,113334,,,,,113334
9787,景素陽,元,未詳,未詳,Jing Suyang,,未詳,未詳,,,0,,【未詳】,,108578,道士,,,,108578
9788,傅福(鄭欽妻),元,未詳,未詳,Fu Fu,,未詳,未詳,,,1,1353,【未詳】,,386707,,,,,386707
9789,桑哥失里,元,未詳,未詳,Sanggeshili,,未詳,未詳,,,0,,【未詳】,,116566,,,,,116566
9790,何儒行,元,未詳,未詳,He Ruxing,,未詳,未詳,,,0,,【未詳】,,102175,,,,,102175
9791,元景通,元,未詳,未詳,Yuan Jingtong,,未詳,未詳,,,0,,【未詳】,,390329,,,,,390329
9792,曹大本,元,未詳,未詳,Cao Daben,,未詳,未詳,,,0,,【未詳】,,107377,,,,,107377
9793,干文傳,元,未詳,未詳,Gan Wenzhuan,正常科舉,未詳,未詳,,,0,1335,【未詳】,"Gan(1) Wenzhuan [28431] Gusu zhi (1506), volume 1, pp. 395, 396: volume 4, pp. 428-431. CHECK funerary inscription. WDY, 1, pp. 21-22.From Hartwell's ACTIVITY table:1314:  earned juren degree.延祐二年登進士",28431,[為官者：文];書院山長;良吏;循吏,1276,1353,78,28431
9794,談采,元,未詳,未詳,Tan Cai,,未詳,未詳,,,0,,【未詳】,,111759,,,,,111759
9795,阿兒塔隆,元,未詳,未詳,Aertalong,,未詳,未詳,,,1,1251,【未詳】,Index year algorithmically generated: Rule 8;,113764,,,,,113764
9796,陳讓,元,未詳,未詳,Chen Rang,,未詳,未詳,,,0,,【未詳】,,108082,,,,,108082
9797,羅履泰,元,未詳,未詳,Luo Lvtai,,未詳,未詳,,,0,1316,【未詳】,Index year algorithmically generated: Rule 9;,112876,,,,,112876
9798,曹稹孫,元,未詳,未詳,Cao Zhensun,,未詳,未詳,,,0,,【未詳】,,107418,,,,,107418
9799,宮文信,元,未詳,未詳,Gong Wenxin,,未詳,未詳,,,0,,【未詳】,,105425,,,,,105425
9800,趙某(羅愛卿夫),元,未詳,未詳,Zhao Mou (Husband of Luo Aiqing ),,未詳,未詳,,,0,,【未詳】,,135093,,,,,135093
9801,劉潛,元,未詳,未詳,Liu Qian,,未詳,未詳,,,0,,【未詳】,,111036,,,,,111036
9802,陳居仁,元,未詳,未詳,Chen Juren,,未詳,未詳,,,0,,【未詳】,,108217,,,,,108217
9803,孛羅帖木兒,元,未詳,未詳,Beiluotiemuer,,未詳,未詳,,,0,,【未詳】,,114234,,,,,114234
9804,曷思麥里,元,未詳,未詳,Hesimaili,,未詳,未詳,,,0,,【未詳】,,116209,,,,,116209
9805,朱淵,元,未詳,未詳,Zhu Yuan,,未詳,未詳,,,0,,【未詳】,,101935,,,,,101935
9806,周馳,元,未詳,未詳,Zhou Chi,,未詳,未詳,,,0,,【未詳】,,103908,,,,,103908
9807,陳南生,元,未詳,未詳,Chen Nansheng,,未詳,未詳,,,0,,【未詳】,,430637,,,,,430637
9808,八合的牙兒,元,未詳,未詳,Bahedeyaer,,未詳,未詳,,,0,,【未詳】,,390446,,,,,390446
9809,王仁,元,未詳,未詳,Wang Ren,,未詳,未詳,,,0,,【未詳】,,100627,,,,,100627
9810,蘇元老,元,未詳,未詳,Su Yuanlao,,未詳,未詳,,,0,1250,【未詳】,"Su(1) Yuanlao [10788] character feng in mingzi is alternate form with 山 on top. Yu Ji, WJ, 14.11b.",10788,[隱居（有隱德）],1191,1276,86,10788
9811,張廷璉,元,未詳,未詳,Zhang Tinglian,,未詳,未詳,,,0,1305,【未詳】,,107048,,1246,1307,62,107048
9812,范完者,元,未詳,未詳,Fan Wanzhe,,未詳,未詳,,,0,,【未詳】,,105075,,,,,105075
9813,相仁,元,未詳,未詳,Xiang Ren,,未詳,未詳,,,0,,【未詳】,,416705,,,,,416705
9814,劉伯牙兀歹,元,未詳,未詳,Liu Boyawue,,未詳,未詳,,,0,,【未詳】,,111466,,,,,111466
9815,朶列不花,元,未詳,未詳,Duoliebuhua,,未詳,未詳,,,0,1346,【未詳】,Index year algorithmically generated: Rule 14;,114664,,,,,114664
9816,昔剌斡忽勒,元,未詳,未詳,Xilawohule,,未詳,未詳,,,0,,【未詳】,,116659,,,,,116659
9817,詹天麟,元,未詳,未詳,Zhan Tianlin,,未詳,未詳,,,0,,【未詳】,,109955,,,,,109955
9818,游居敬,元,未詳,未詳,You Jujing,,未詳,未詳,,,0,,【未詳】,,108647,,,,,108647
9819,韓家納,元,未詳,未詳,Hanjiana,,未詳,未詳,,,0,,【未詳】,,115976,,,,,115976
9820,丁野夫,元,未詳,未詳,Ding Yefu,,未詳,未詳,,,0,,【未詳】,,100277,書法家;畫家,,,,100277
9821,林童,元,未詳,未詳,Lin Tong,,未詳,未詳,,,0,,【未詳】,,104234,,,,,104234
9822,高諒,元,未詳,未詳,Gao Liang,血親門,未詳,未詳,,,0,,【未詳】,,106209,,,,,106209
9823,趙孟沁,元,未詳,未詳,Zhao Mengqin,,未詳,未詳,,,0,1315,【未詳】,,110627,,1256,1318,63,110627
9824,鄭衍德,元,未詳,未詳,Zheng Yande,,未詳,未詳,,,0,,【未詳】,,111935,,,,,111935
9825,王隆孫,元,未詳,未詳,Wang Longsun,,未詳,未詳,,,0,,【未詳】,,415579,,,,,415579
9826,楊進,元,未詳,未詳,Yang Jin,,未詳,未詳,,,0,,【未詳】,,109406,,,,,109406
9827,五十四,元,未詳,未詳,Wushisi,,未詳,未詳,,,0,,【未詳】,,117418,,,,,117418
9828,馬合謀,元,未詳,未詳,Mahemou,,未詳,未詳,,,0,,【未詳】,,115425,,,,,115425
9829,王士顯,元,未詳,未詳,Wang Shixian,,未詳,未詳,,,0,,【未詳】,,101036,,,,,101036
9830,陳從事,元,未詳,未詳,Chen Congshi,,未詳,未詳,,,0,,【未詳】,,431026,,,,,431026
9831,郟士凱,元,未詳,未詳,Jia Shikai,,未詳,未詳,,,0,,【未詳】,,105976,,,,,105976
9832,施性初,元,未詳,未詳,Shi Xingchu,,未詳,未詳,,,0,,【未詳】,,104664,,,,,104664
9833,張惠,元,未詳,未詳,Zhang Hui,,未詳,未詳,,,0,,【未詳】,,106659,,,,,106659
9834,蒙大擧,元,未詳,未詳,Meng Daju,,未詳,未詳,,,0,,【未詳】,,110277,,,,,110277
9835,迭里威失,元,未詳,未詳,Dieliweishi,,未詳,未詳,,,0,,【未詳】,,117048,,,,,117048
9836,章台,元,未詳,未詳,Zhangtai,,未詳,未詳,,,0,,【未詳】,,115075,,,,,115075
9837,馮瑞景,元,未詳,未詳,Feng Ruijing,,未詳,未詳,,,0,1340,【未詳】,,109056,,1290,1340,51,109056
9838,王忙古歹,元,未詳,未詳,Wang Manggue,軍功補授門,未詳,未詳,,,0,1259,【未詳】,,101466,,1200,1276,77,101466
9839,楊如山,元,未詳,未詳,Yang Rushan,,未詳,未詳,,,0,,【未詳】,,109543,,,,,109543
9840,蓋洋,元,未詳,未詳,Gai Xiang,,未詳,未詳,,,0,,【未詳】,,110298,,,,,110298
9841,木八剌沙,元,未詳,未詳,Mubalasha,,未詳,未詳,,,0,,【未詳】,,115560,,,,,115560
9842,馬晉,元,未詳,未詳,Ma Jin,,未詳,未詳,,,0,,【未詳】,,105999,,,,,105999
9843,圖帖睦爾,元,未詳,未詳,Beierzhijin Tutiemuer,,未詳,未詳,,,0,1691,【未詳】,Index year algorithmically generated: Rule 5;,339738,,,,,339738
9844,王安國,元,未詳,未詳,Wang Anguo,恩蔭門,未詳,未詳,,,0,,【未詳】,,101173,,,,,101173
9845,丘鬳,元,未詳,未詳,Qiu Juan,薦舉門,未詳,未詳,,,0,,【未詳】,,101489,,,,,101489
9846,邵文澤,元,未詳,未詳,Shao Wenze,,未詳,未詳,,,0,,【未詳】,,104371,,,,,104371
9847,齊詢,元,未詳,未詳,Qi Xun,,未詳,未詳,,,0,,【未詳】,,110762,,,,,110762
9848,鄭燁,元,未詳,未詳,Zheng Ye,徵召門,未詳,未詳,,,0,1319,【未詳】,Index year algorithmically generated: Rule 14;,111870,,,,,111870
9849,要束沐,元,未詳,未詳,Yaoshumu,,未詳,未詳,,,0,,【未詳】,,115130,,,,,115130
9850,凌氏(陈士貞妻),元,未詳,未詳,Ling Shi(Wife of Chen Shizhen),,未詳,未詳,,,1,1346,【未詳】,,385351,,,1346,,385351
9851,黃裳,元,未詳,未詳,Huang Chang,,未詳,未詳,,,0,,【未詳】,,109113,,,,,109113
9852,常楙,宋,未詳,元,Chang Mao,正常科舉,未詳,至元,,19,0,1282,河內,"Chang Mao [3008] Xianchun Lin'an zhi, 50.12b; Jiahe zhi, 15.11a. CBD, 3, 2689-90.From Hartwell's ACTIVITY table:1268:  Apt. Liangzhe yunpan1268:  Promoted to Liangzhe yunfu.1269:  Apt. Hubu shilang.1276:  Apt. Canzhi zhengshi (State Council) & then skulked away.",3008,良吏;循吏;[宰執],,1282,,3008
9853,史千,元,未詳,未詳,Shi Qian,,未詳,未詳,,,0,,【未詳】,,101523,,,,,101523
9854,林遵文,元,未詳,未詳,Lin Zunwen,,未詳,未詳,,,0,1320,【未詳】,"Lin(1) Zunwen [26655] Huang Zhongyuan, WJ, 4.11a-13a. Not indexed in either CBD or WDY.",26655,士人,1264,1320,57,26655
9855,耿庸,元,未詳,未詳,Geng Yong,,未詳,未詳,,,0,,【未詳】,,105833,,,,,105833
9856,段綺,元,未詳,未詳,Duan Qi,,未詳,未詳,,,0,,【未詳】,,104721,,,,,104721
9857,孫巖,元,南宋,未詳,Sun Yan,,淳祐,未詳,5,,0,1305,【未詳】,"Sun(1) Yan(4) [30781] Huizhou FZ, 9.48a. WDY, 2, p. 874.",30781,詩人;士人,1245,0,0,30781
9858,趙氏(郭灰兒妻),元,未詳,未詳,Zhao Shi(Wife of Guo Hui Er ),,未詳,未詳,,,1,,【未詳】,,110332,,,,,110332
9859,董彧,元,未詳,未詳,Dong Yu,,未詳,未詳,,,0,,【未詳】,,421499,,,,,421499
9860,樊復,元,未詳,未詳,Pan Fu,,未詳,未詳,,,0,,【未詳】,,111489,,,,,111489
9861,普顏不花,元,未詳,未詳,Puyanbuhua,,未詳,未詳,,,0,,【未詳】,,114371,,,,,114371
