,ChName,Dynasty,DynastyBirth,DynastyDeath,EngName,Entry,EraBirth,EraDeath,EraYearBirth,EraYearDeath,Gender,IndexYear,JunWang,Notes,PersonId,SocialStatus,YearBirth,YearDeath,YearsLived,nid
0,歹歹,元,未詳,未詳,Daidai,,未詳,未詳,,,0,,【未詳】,,116936,,,,,116936
1,剌真,元,未詳,未詳,Lazhen,,未詳,未詳,,,0,,【未詳】,,115619,,,,,115619
2,耶律希逸,元,未詳,未詳,Yelv Xiyi,,未詳,未詳,,,0,1321,契丹宗,"Yelv(1) Xiyi [29289] WDY, 2, p. 777.",29289,[為官者：文],0,0,0,29289
3,田文鼎,元,未詳,未詳,Tian Wending,徵召門,未詳,未詳,,,0,1270,【未詳】,,117624,,1211,1273,63,117624
4,賀氏,元,未詳,未詳,He Shi,,未詳,未詳,,,1,,【未詳】,,108928,,,,,108928
5,李伯豪,元,未詳,未詳,Li Bohao,,未詳,未詳,,,0,,【未詳】,,103237,良吏;循吏,,,,103237
6,管不花,元,未詳,未詳,Guan Buhua,,未詳,未詳,,,0,,【未詳】,,418177,,,,,418177
7,馬澤,元,未詳,未詳,Ma Ze,,未詳,未詳,,,0,,【未詳】,,106035,,,,,106035
8,周惟德,元,未詳,未詳,Zhou Weide,,未詳,未詳,,,0,,【未詳】,,104008,,,,,104008
9,薛徹只篤,元,未詳,未詳,Xue Chezhidu,,未詳,未詳,,,0,,【未詳】,,112426,,,,,112426
10,莫起炎,元,未詳,元,Mo Qiyan,,未詳,至元,,31,0,1285,【未詳】,亦據元人傳記資料索引電子版7987,48260,習於道術;業進士;徵至京師,1226,1294,69,48260
11,厲元吉,元,未詳,未詳,Li Yuanji,正常科舉,未詳,未詳,,,0,1301,【未詳】,亦據元人傳記資料索引電子版12255咸淳七年進士,51411,,,,,51411
12,闊闊你敦,元,未詳,未詳,Kuokuonidun,,未詳,未詳,,,0,,【未詳】,,115249,,,,,115249
13,託和直,元,未詳,未詳,Tuohezhi,,未詳,未詳,,,0,1382,【未詳】,Index year algorithmically generated: Rule 13;,117274,,,,,117274
14,汪志堅,元,未詳,未詳,Wang Zhijian,,未詳,未詳,,,0,,【未詳】,,103667,,,,,103667
15,王諒,元,未詳,未詳,Wang Liang,,未詳,未詳,,,0,,【未詳】,,100948,,,,,100948
16,李載,元,未詳,未詳,Li Dai,,未詳,未詳,,,0,,【未詳】,,102975,,,,,102975
17,張仁,元,未詳,未詳,Zhang Ren,,未詳,未詳,,,0,,【未詳】,,106465,,,,,106465
18,金應鳳,元,未詳,未詳,Jin Yingfeng,,未詳,未詳,,,0,1306,【未詳】,,104458,,1247,1316,70,104458
19,葛演,元,未詳,未詳,Ge Yan,,未詳,未詳,,,0,,【未詳】,,109790,,,,,109790
20,林昉,元,未詳,未詳,Lin Fang,,未詳,未詳,,,0,,【未詳】,"Lin Fang [35300] WDY, 2, p. 675.《浙江通志》卷一百八十一，人物·文苑，台州府。",35300,[為官者：文];經學家;工於文,0,0,0,35300
21,盧鑄顏,元,未詳,未詳,Lu Zhuyan,,未詳,未詳,,,0,,【未詳】,,112076,,,,,112076
22,舒襟,元,未詳,未詳,Shu Jin,,未詳,未詳,,,0,,【未詳】,,108882,,,,,108882
23,劉仕龍,宋,未詳,未詳,Liu Shilong,正常科舉,未詳,未詳,,,0,1276,【未詳】,,51942,,,1276,,51942
24,哈剌火者,元,未詳,未詳,Halahuozhe,,未詳,未詳,,,0,1268,【未詳】,Index year algorithmically generated: Rule 9;,116035,,,,,116035
25,賈師夔,元,未詳,未詳,Jia Shikui,,未詳,未詳,,,0,1356,【未詳】,,386254,,,,,386254
26,胡長孺,元,未詳,未詳,Hu Changru,薦舉門,未詳,未詳,,,0,1308,【未詳】,"Hu(1) Changru [28498] Yongkang XZ (1522), p. 677. WDY, 2, pp. 806-8.",28498,博學之人;[為官者：文],1249,1323,75,28498
27,八里顏,元,未詳,未詳,Baliyan,,未詳,未詳,,,0,,【未詳】,,114008,,,,,114008
28,吳延壽,元,未詳,未詳,Wu Yanshou,,未詳,未詳,,,0,,【未詳】,,102426,,,,,102426
29,徐宗善,元,未詳,未詳,Xu Zongshan,,未詳,未詳,,,0,,【未詳】,,105619,,,,,105619
30,許庾,元,未詳,未詳,Xu Yu,,未詳,未詳,,,0,1306,【未詳】,,107624,,1247,,,107624
31,張文樞,元,未詳,未詳,Zhang Wenshu,,未詳,未詳,,,0,,【未詳】,,106936,畫家,,,,106936
32,釋洪亨,元,未詳,未詳,Shi Hongheng,,未詳,未詳,,,0,,【未詳】,,113237,,,,,113237
33,山山,元,未詳,未詳,Shanshan,,未詳,未詳,,,0,,【未詳】,,116465,,,,,116465
34,趙紹,元,未詳,未詳,Zhao Shao,,未詳,未詳,,,0,,【未詳】,,426475,,,,,426475
35,赤斤鐵木兒,元,未詳,未詳,Chijintiemuer,,未詳,未詳,,,0,,【未詳】,,114458,,,,,114458
36,江日新,元,未詳,未詳,Jiang Rixin,,未詳,未詳,,,0,,【未詳】,,102076,,,,,102076
37,胡巖起,宋,未詳,南宋,Hu Yanqi,,未詳,德祐,,,0,1274,【未詳】,從《宋人傳記資料索引》5963貝寳條中引出。,41411,武將;死國難,,1274,,41411
38,夏日孜,元,未詳,未詳,Xia Rizi,正常科舉,未詳,未詳,,,0,1360,【未詳】,至順元年進士,105249,,,,,105249
39,夏日孜,元,未詳,未詳,Xia Rizi,正常科舉,未詳,未詳,,,0,1360,【未詳】,至順元年進士,105249,,,,,8497
40,張彌遠,元,未詳,未詳,Zhang Miyuan,,未詳,未詳,,,0,,【未詳】,,107274,良吏;循吏,,,,107274
41,劉復,元,未詳,未詳,Liu Fu,,未詳,未詳,,,0,,【未詳】,,110948,,,,,110948
42,竇均,元,未詳,未詳,Dou Jun,,未詳,未詳,,,0,,【未詳】,,112975,,,,,112975
43,陳汝檝,明,未詳,未詳,Chen Ruji,徵召門,未詳,未詳,,,0,1352,【未詳】,,108181,,1293,1372,80,108181
44,楊信,明,元,明,Yang Xin,,延祐,洪武,7,9,0,1376,【未詳】,中央研究院人名權威資料：生年又作泰定4年(1327)。,67489,,1320,1376,57,67489
45,楊信,明,元,明,Yang Xin,,延祐,洪武,7,9,0,1376,【未詳】,中央研究院人名權威資料：生年又作泰定4年(1327)。,67489,,1320,1376,57,170349
46,阿里罕,元,未詳,未詳,Alihan,,未詳,未詳,,,0,,【未詳】,,113667,,,,,113667
47,陶安,明,元,明,Tao An,正常科舉,至大,洪武,3,1,0,1368,【未詳】,"Tao(1) An [28532] MS, 136.2925-27. 中央研究院人名權威資料：生卒年又作延祐2年(1315)-洪武4年(1371)。",28532,經學家—易經;[為官者：文];書院山長;父老;耆老,1310,1368,59,28532
48,郭鈞,元,未詳,未詳,Guo Jun,,未詳,未詳,,,0,,【未詳】,,107761,,,,,107761
49,艾季誠,元,未詳,未詳,Ai Jicheng,,未詳,未詳,,,0,,【未詳】,,102099,,,,,102099
50,周子諒,明,元,未詳,Zhou Ziliang,正常科舉,泰定,未詳,2,,0,1384,【未詳】,,198038,,1325,,,198038
51,張子忠,元,未詳,未詳,Zhang Zizhong,,未詳,未詳,,,0,,【未詳】,,106873,,,,,106873
52,釋嘯林,元,未詳,未詳,Shi Xiaolin,,未詳,未詳,,,0,,【未詳】,,113372,,,,,113372
53,單質,元,未詳,未詳,Dan Zhi,,未詳,未詳,,,0,,【未詳】,,108494,,,,,108494
54,喚住,元,未詳,未詳,Huanzhu,,未詳,未詳,,,0,,【未詳】,,116170,,,,,116170
55,安坦,元,未詳,未詳,Antan,,未詳,未詳,,,0,1356,【未詳】,Index year algorithmically generated: Rule 13;,113688,,,,,113688
56,呂之屏,元,未詳,未詳,Lv Zhiping,,未詳,未詳,,,0,,【未詳】,,102563,,,,,102563
57,曹氏(于同祖妻),元,未詳,未詳,Cao Shi(Wife of Yu Tong Zu ),,未詳,未詳,,,1,,【未詳】,,107331,貞婦,,,,107331
58,王忠仁,元,未詳,未詳,Wang Zhongren,,未詳,未詳,,,0,1335,【未詳】,"Wang(2) Zhongren [33391] See documentation for son-in-law, Yin(1) Xiang [33383].",33391,[為官者：文],0,0,0,33391
59,程立,元,未詳,未詳,Cheng Li,,未詳,未詳,,,0,1300,【未詳】,"Cheng(1) Li [28477] CHECK funerary inscriptions of sons, Duanli [28475] and Duanxue [28476].",28477,,0,0,0,28477
60,安童,元,未詳,未詳,Antong,,未詳,未詳,,,0,1293,【未詳】,,113722,,1245,1293,49,113722
61,吳師夔,元,未詳,未詳,Wu Shikui,,未詳,未詳,,,0,1355,【未詳】,,386741,,,,,386741
62,撒的迷失,元,未詳,未詳,Sademishi,,未詳,未詳,,,0,,【未詳】,,116520,,,,,116520
63,何友聞,元,未詳,未詳,He Youwen,,未詳,未詳,,,0,,【未詳】,,102133,,,,,102133
64,馬天鐸,元,未詳,未詳,Ma Tianduo,,未詳,未詳,,,0,,【未詳】,,433698,,,,,433698
65,高桂,元,未詳,未詳,Gao Gui,,未詳,未詳,,,0,,【未詳】,,106170,,,,,106170
66,汪清臣,元,未詳,未詳,Wang Qingchen,,未詳,未詳,,,0,1284,【未詳】,Index year algorithmically generated: Rule 8;,103688,,,,,103688
67,韓肅,元,未詳,未詳,Han Su,,未詳,未詳,,,0,,【未詳】,,112563,,,,,112563
68,韓肅,元,未詳,未詳,Han Su,,未詳,未詳,,,0,,【未詳】,,112563,,,,,144303
69,葛通甫,元,未詳,未詳,Ge Tongfu,,未詳,未詳,,,0,1360,【未詳】,"Ge(2) Tongfu [34907] CHECK biography of wife, Ding(1) Yuee [34906].",34907,,0,0,0,34907
70,元真,元,未詳,未詳,Yuan Zhen,特旨門,未詳,未詳,,,1,1268,拓跋,"Yuan(2) Zhen [28924] Yuan Haowen, WJ, nianpu, shang.5b, 8b-9a.",28924,[妻];[母],1208,0,0,28924
71,廉希括,元,未詳,未詳,Lian Xikuo,,未詳,未詳,,,0,,【未詳】,,109285,,,,,109285
72,唐兀安僧,元,未詳,未詳,Tangwuanseng,,未詳,未詳,,,0,,【未詳】,,116873,,,,,116873
73,康茂才,明,元,明,Kang Maocai,,皇慶,洪武,2,3,0,1370,【未詳】,,66277,義軍首領,1313,1370,58,66277
74,蕭寅,明,未詳,未詳,Xiao Yin,,未詳,未詳,,,0,1386,【未詳】,,112099,,1327,1398,72,112099
75,薛徹徹篤,元,未詳,未詳,Xue Chechedu,,未詳,未詳,,,0,,【未詳】,,134001,,,,,134001
76,李從善,元,未詳,未詳,Li Zongshan,,未詳,未詳,,,0,,【未詳】,,103372,,,,,103372
77,張定,元,未詳,未詳,Zhang Ding,,未詳,未詳,,,0,,【未詳】,,106520,,,,,106520
78,蕭老瓦,元,未詳,未詳,Xiao Laowa,血親門,未詳,未詳,,,0,,【未詳】,,112133,,,,,112133
79,兀都蠻,元,未詳,未詳,Wudouman,,未詳,未詳,,,0,,【未詳】,,117331,,,,,117331
80,沈侃,元,未詳,未詳,Shen Kan,,未詳,未詳,,,0,,【未詳】,,103722,,,,,103722
81,李奎,元,未詳,未詳,Li Kui,,未詳,未詳,,,0,,【未詳】,,102830,,,,,102830
82,戴孟淳,元,未詳,未詳,Dai Mengchun,,未詳,未詳,,,0,1308,譙國,"Dai(1) Mengchun [10808] See documentation for father, Tianxi [10807].",10808,,0,0,0,10808
83,劉德寬,元,未詳,未詳,Liu Dekuan,,未詳,未詳,,,0,,【未詳】,,111436,,,,,111436
84,張汝智,元,未詳,未詳,Zhang Ruzhi,,未詳,未詳,,,0,,【未詳】,,107018,,,,,107018
85,和實海牙,元,未詳,未詳,Heshihaiya,,未詳,未詳,,,0,,【未詳】,,395244,,,,,395244
86,苗從舜,元,未詳,未詳,Miao Zongshun,,未詳,未詳,,,0,,【未詳】,,105025,書院山長,,,,105025
87,朶吉,元,未詳,未詳,Duoji,,未詳,未詳,,,0,,【未詳】,,114634,,,,,114634
88,西京撒里,元,未詳,未詳,Xijingsali,,未詳,未詳,,,0,,【未詳】,,116609,,,,,116609
89,董繼昇,元,未詳,未詳,Dong Jisheng,,未詳,未詳,,,0,,【未詳】,,109905,,,,,109905
90,曾良儒,元,未詳,未詳,Zeng Liangru,,未詳,未詳,,,0,1302,【未詳】,,108617,,1252,1302,51,108617
91,哈䚟,元,未詳,未詳,Ha?,,未詳,未詳,,,0,,【未詳】,,115926,,,,,115926
92,哈䚟,元,未詳,未詳,Ha?,,未詳,未詳,,,0,,【未詳】,,115926,,,,,54886
93,劉霖,元,未詳,未詳,Liu Lin,正常科舉,未詳,未詳,,,0,1389,【未詳】,Index year algorithmically generated: Rule 6;,111066,,,,,111066
94,梁聚,元,未詳,未詳,Liang Ju,,未詳,未詳,,,0,,【未詳】,,107448,,,,,107448
95,余昌期,元,未詳,未詳,Yu Changqi,,未詳,未詳,,,0,1290,【未詳】,"Yu(6) Changqi [10388] See documentation for father-in-law, Yuan(1) Hong [10367].",10388,,0,0,0,10388
96,徐昺,元,未詳,未詳,Xu Bing,正常科舉,未詳,未詳,,,0,,【未詳】,,105475,,,,,105475
97,朱禮,元,未詳,未詳,Zhu Li,,未詳,未詳,,,0,,【未詳】,,101965,,,,,101965
98,周文質,元,未詳,未詳,Zhou Wenzhi,,未詳,未詳,,,0,1334,【未詳】,,103958,,,1334,,103958
99,王成,元,未詳,未詳,Wang Cheng,,未詳,未詳,,,0,,【未詳】,,100677,,,,,100677
100,陳特立,元,未詳,未詳,Chen Teli,,未詳,未詳,,,0,,【未詳】,,108247,,,,,108247
101,不只海,元,未詳,未詳,Buzhihai,,未詳,未詳,,,0,,【未詳】,,114264,,,,,114264
102,不只海,元,未詳,未詳,Buzhihai,,未詳,未詳,,,0,,【未詳】,,114264,,,,,189500
103,忽魯哈剌,元,未詳,未詳,Huluhala,,未詳,未詳,,,0,,【未詳】,,116259,,,,,116259
104,陳氏(陳遠大女),元,未詳,未詳,Chen Shi(Daughter of Chen Yuan Da),,未詳,未詳,,,1,1350,【未詳】,,386891,,,,,386891
105,管懷德,元,未詳,未詳,Guan Huaide,,未詳,未詳,,,0,,【未詳】,,110227,,,,,110227
106,郝文,元,未詳,未詳,Hao Wen,,未詳,未詳,,,0,,【未詳】,,105926,,,,,105926
107,姬文龍,元,未詳,未詳,Ji Wenlong,正常科舉,未詳,未詳,,,0,1300,【未詳】,咸淳四年登進士,104634,,1241,1320,80,104634
108,張貢,元,未詳,未詳,Zhang Gong,,未詳,未詳,,,0,,【未詳】,,106609,,,,,106609
109,戴良,明,未詳,未詳,Dai Liang,薦舉門,未詳,未詳,,,0,1376,【未詳】,"Dai(1) Liang [27852] CHECK funerary inscription. Information on his concubine, Li(2) (1347-1366) not included in database. CHECK. WDY, 4, pp. 2058-60.",27852,[為官者：文],1317,1383,67,27852
110,王儒珍,元,未詳,未詳,Wang Ruzhen,,未詳,未詳,,,0,,【未詳】,,101436,,,,,101436
111,鐵穆而溥化,元,未詳,未詳,Tiemuerpuhua,,未詳,未詳,,,0,,【未詳】,,117018,,,,,117018
112,買睦,元,未詳,未詳,Maimu,,未詳,未詳,,,0,,【未詳】,,425035,,,,,425035
113,易釋董阿,元,未詳,未詳,Yishidonga,,未詳,未詳,,,0,,【未詳】,,115025,,,,,115025
114,許恕,明,元,明,Xu Shu,薦舉門,至治,洪武,2,6,0,1373,【未詳】,"Xu(4) Shu(2) [35496] WDY, 2, p. 1221.《宋人傳記資料索引》第2160頁“許恕”字、別號、著述與此許恕同，當爲一人。",35496,行醫;書院山長,1322,1373,52,35496
115,馮珵,元,未詳,未詳,Feng Cheng,,未詳,未詳,,,0,,【未詳】,,109006,,,,,109006
116,趙重喜,元,未詳,未詳,Zhao Zhongxi,,未詳,未詳,,,0,,【未詳】,,110677,,,,,110677
117,鄭蘭玉,元,未詳,未詳,Zheng Lanyu,薦舉門,未詳,未詳,,,0,,【未詳】,,111965,,,,,111965
118,八藍沙,元,未詳,未詳,Balansha,,未詳,未詳,,,0,,【未詳】,,113958,,,,,113958
119,林仲華,元,未詳,未詳,Lin Zhonghua,,未詳,未詳,,,0,,【未詳】,,104264,,,,,104264
120,高伯庸,元,未詳,未詳,Gao Boyong,,未詳,未詳,,,0,,【未詳】,,106259,,,,,106259
121,趙凤,元,未詳,未詳,Zhao Feng,,未詳,未詳,,,0,1379,【未詳】,Index year algorithmically generated: Rule 8;,118247,,,,,118247
122,王元禮,元,未詳,未詳,Wang Yuanli,,未詳,未詳,,,0,,【未詳】,,101066,,,,,101066
123,楊默,元,未詳,未詳,Yang Mo,,未詳,未詳,,,0,,【未詳】,,109456,,,,,109456
124,咬住,元,未詳,未詳,Yaozhu,,未詳,未詳,,,0,,【未詳】,,117448,,,,,117448
125,郇和平,元,未詳,未詳,Xunheping,,未詳,未詳,,,0,,【未詳】,,427458,,,,,427458
126,密蘭,元,未詳,未詳,Milan,,未詳,未詳,,,0,,【未詳】,,115475,,,,,115475
127,史懋祖,元,未詳,未詳,Shi Maozu,,未詳,未詳,,,0,,【未詳】,,101573,,,,,101573
128,趙敏中,元,未詳,未詳,Zhao Minzhong,,未詳,未詳,,,0,,【未詳】,,110698,,,,,110698
129,怯烈吉,元,未詳,未詳,Qielieji,血親門,未詳,未詳,,,0,,【未詳】,,115160,,,,,115160
130,黃一清,元,未詳,未詳,Huang Yiqing,,未詳,未詳,,,0,1322,【未詳】,,109143,,1263,1337,75,109143
131,趙恒,元,未詳,未詳,Zhao Heng,,未詳,未詳,,,0,,【未詳】,,110362,,,,,110362
132,袁正,元,未詳,未詳,Yuan Zheng,,未詳,未詳,,,0,,【未詳】,,105863,,,,,105863
133,黃文茂,元,未詳,未詳,Huang Wenmao,,未詳,未詳,,,0,,【未詳】,,435873,,,,,435873
134,王文羽,元,未詳,未詳,Wang Wenyu,,未詳,未詳,,,0,,【未詳】,,101089,,,,,101089
135,洪本益,元,未詳,未詳,Hong Benyi,,未詳,未詳,,,0,,【未詳】,,104771,,,,,104771
136,李多爾濟,元,未詳,未詳,Liduoerji,,未詳,未詳,,,0,,【未詳】,,406240,,,,,406240
137,王可榮,元,未詳,未詳,Wang Kerong,,未詳,未詳,,,0,,【未詳】,,101123,,,,,101123
138,楊天芳,元,未詳,未詳,Yang Tianfang,,未詳,未詳,,,0,1314,【未詳】,,109513,,1276,1314,39,109513
139,廉恰里八哈,元,未詳,未詳,Lianqialibaha,,未詳,未詳,,,0,,【未詳】,,399772,,,,,399772
140,忙兀魯不花,元,未詳,未詳,Mangwulubuhua,,未詳,未詳,,,0,,【未詳】,,115530,,,,,115530
141,忙兀魯不花,元,未詳,未詳,Mangwulubuhua,,未詳,未詳,,,0,,【未詳】,,115530,,,,,54490
142,趙德壽,元,未詳,未詳,Zhao Deshou,,未詳,未詳,,,0,,【未詳】,,110732,,,,,110732
143,梅致和,元,未詳,未詳,Mei Zhihe,,未詳,未詳,,,0,1356,【未詳】,亦據元人傳記資料索引電子版7876,48149,經學家—春秋;落第士人,1300,1356,57,48149
144,鄭立,元,未詳,未詳,Zheng Li,,未詳,未詳,,,0,,【未詳】,,111820,,,,,111820
145,武正,元,未詳,未詳,Wu Zheng,,未詳,未詳,,,0,,【未詳】,,104321,,,,,104321
146,仇聖耦,元,未詳,未詳,Chou Shengou,,未詳,未詳,,,0,,【未詳】,,100362,,,,,100362
147,仇聖耦,元,未詳,未詳,Chou Shengou,,未詳,未詳,,,0,,【未詳】,,100362,,,,,377492
148,袁洪,元,南宋,元,Yuan Hong,恩蔭門,淳祐,大德,5,2,0,1298,【未詳】,"Yuan(1) Hong [10367] CHECK Yuan dynasty funerary inscription. At age of 17, he used yin to be director of Zhenjiang fu, Dajun cang. He was made Taishe ling under Zhao(1) Duzong, but Jia(3) Sidao [10374] did not like Mingzhou people and he was purged. After Sidao was disgraced, he was given a temple sinecure and subsequently functional posts. He was offered office under Yuan but use illness as an excuse to decline. Yuan Jue, WJ, 33.2b-6b, 9a-11a (wife, born Shi(5) Diqing, who died in 1266 at age 21, mother of Jue [10286]). CBD, 3, 1853.亦據元人傳記資料索引電子版6128",10367,死國難;[為官者：文];以疾廢,1245,1298,54,10367
149,董復,元,未詳,未詳,Dong Fu,,未詳,未詳,,,0,,【未詳】,,109840,,,,,109840
150,劉禮,元,未詳,未詳,Liu Li,,未詳,未詳,,,0,,【未詳】,,111089,,,,,111089
151,也先,元,未詳,未詳,Yexian,,未詳,未詳,,,0,,【未詳】,,114771,,,,,114771
152,王慶詢,元,未詳,未詳,Wang Qingxun(2),,未詳,未詳,,,0,1334,【未詳】,"Wang(2) Qingxun(2) [33407] See documentation for daughter, Hui(15) [33403].",33407,,0,0,0,33407
153,王慶詢,元,未詳,未詳,Wang Qingxun(2),,未詳,未詳,,,0,1334,【未詳】,"Wang(2) Qingxun(2) [33407] See documentation for daughter, Hui(15) [33403].",33407,,0,0,0,2649
154,烏馬兒,元,未詳,未詳,Wumaer,,未詳,未詳,,,0,,【未詳】,,115863,,,,,115863
155,程英,元,未詳,未詳,Cheng Ying,,未詳,未詳,,,0,,【未詳】,,108752,,,,,108752
156,潘子華,元,未詳,未詳,Fan Zihua,,未詳,未詳,,,0,1336,【未詳】,,111573,,1277,,,111573
157,王武,元,未詳,未詳,Wang Wu,,未詳,未詳,,,0,,【未詳】,,100698,,,,,100698
158,倪應淵,元,未詳,未詳,Ni Yingyuan,,未詳,未詳,,,0,1286,【未詳】,,105160,,1227,,,105160
159,陳和卿,元,未詳,未詳,Chen Heqing,,未詳,未詳,,,0,,【未詳】,,430688,,,,,430688
160,哈都兒丁,元,未詳,未詳,Hadouerding,,未詳,未詳,,,0,,【未詳】,,395301,,,,,395301
161,熊禾,元,未詳,元,Xiong He,正常科舉,未詳,皇慶,,1,0,1312,【未詳】,"Xiong(1) He [11825] Did not take office under Yuan. See documentation for Xiong(1) Junmin [11812] for lineage assumptions. CHECK extensive biographical citations in WDY, which includes an extant wenji. Fujian TZ, 150.35b. WDY, 3, 1664-5.",11825,理學家;士人,1253,1312,60,11825
162,任翥,元,未詳,未詳,Ren Zhu,,未詳,未詳,,,0,,【未詳】,,101820,,,,,101820
163,王約,元,未詳,未詳,Wang Yue,,未詳,未詳,,,0,,【未詳】,,100732,布衣,,,,100732
164,倪天淵,元,未詳,未詳,Ni Tianyuan,,未詳,未詳,,,0,,【未詳】,亦據元人傳記資料索引電子版5358,46157,,,,,46157
165,陳禎祥,元,未詳,未詳,Chen Zhenxiang,,未詳,未詳,,,0,,【未詳】,,108302,,,,,108302
166,孛蘭奚,元,未詳,未詳,Beilanxi,,未詳,未詳,,,0,,【未詳】,,114321,,,,,114321
167,劉子平,元,未詳,未詳,Liu Ziping,,未詳,未詳,,,0,,【未詳】,,111123,,,,,111123
168,李巽亨,元,未詳,未詳,Li Xunheng,,未詳,未詳,,,0,1347,【未詳】,,386487,,,,,386487
169,汪琪,元,未詳,未詳,Wang Qi,,未詳,未詳,,,0,,【未詳】,,411585,,,,,411585
170,徐贊,元,未詳,未詳,Xu Zan,,未詳,未詳,,,0,,【未詳】,,105530,,,,,105530
171,張嗣良,元,未詳,未詳,Zhang Siliang,,未詳,未詳,,,0,,【未詳】,,107223,,,,,107223
172,龎清,元,未詳,未詳,Pang Qing,,未詳,未詳,,,0,,【未詳】,,112922,,,,,112922
173,俺都剌欽,元,未詳,未詳,Andoulaqin,,未詳,未詳,,,0,,【未詳】,,113630,,,,,113630
174,趙時堯,元,未詳,未詳,Zhao Shiyao,,未詳,未詳,,,0,1294,【未詳】,,386653,,,,,386653
175,賽福丁,元,未詳,未詳,Saifuding,,未詳,未詳,,,0,,【未詳】,,116432,,,,,116432
176,朱彥材,元,未詳,未詳,Zhu Yancai,,未詳,未詳,,,0,,【未詳】,,102021,,,,,102021
177,許師敬,元,未詳,未詳,Xu Shijing,,未詳,未詳,,,0,1298,【未詳】,Index year algorithmically generated: Rule 8;,107673,,,,,107673
178,張仔祖,元,未詳,未詳,Zhang Zizu,,未詳,未詳,,,0,,【未詳】,,106961,,,,,106961
179,釋祖鐙,明,未詳,未詳,Shi Zudeng,,未詳,未詳,,,0,1351,【未詳】,,113260,,1292,1369,78,113260
180,石得,元,未詳,未詳,Shide,,未詳,未詳,,,0,,【未詳】,,116598,,,,,116598
181,曾圭,元,未詳,未詳,Zeng Gui,,未詳,未詳,,,0,,【未詳】,,108586,,,,,108586
182,沈夢麟,明,西夏,明,Shen Menglin,,大德,建文,11,1,0,1366,【未詳】,,438596,,1307,1399,93,438596
183,譚汝楫,元,未詳,未詳,Tan Ruji,,未詳,未詳,,,0,,【未詳】,,112888,,,,,112888
184,趙徳彰,元,未詳,未詳,Zhao Dezhang,,未詳,未詳,,,0,,【未詳】,,426072,,,,,426072
185,哈散,元,未詳,未詳,Hasan,血親門,未詳,未詳,,,0,,【未詳】,,116062,,,,,116062
186,吳泰連,元,未詳,未詳,Wu Tailian,,未詳,未詳,,,0,1343,【未詳】,,102471,,1284,1348,65,102471
187,曹至堅,元,未詳,未詳,Cao Zhijian,,未詳,未詳,,,0,,【未詳】,,107389,,,,,107389
188,常野先,元,未詳,未詳,Chang Yexian,,未詳,未詳,,,0,,【未詳】,,106432,,,,,106432
189,盧氏(楊某妻),元,未詳,未詳,Lu Shi(Wife of Yang Mou ),,未詳,未詳,,,1,,【未詳】,,112021,,,,,112021
190,鄭郜,元,未詳,未詳,Zheng Gao(2),,未詳,未詳,,,0,1364,【未詳】,"Zheng(1) Gao(2) [29374] Agnatic kinship based on address, generational name and chronological logic. This Zaoqiang Zheng lineage may be a cadet branch of the Hejian Zheng (lineage #2408 [q.v.]), which has exeactly the saem sequence of generational indicators. WDY, 3, p. 1922.",29374,[為官者：文],,,,29374
191,秃魯,元,未詳,未詳,Tulu,,未詳,未詳,,,0,,【未詳】,,117223,,,,,117223
192,穆八刺沙,元,未詳,未詳,Mubacisha,,未詳,未詳,,,0,,【未詳】,,417685,,,,,417685
193,汪順,元,未詳,未詳,Wang Shun,,未詳,未詳,,,0,,【未詳】,,103630,,,,,103630
194,李通,元,未詳,未詳,Li Tong,,未詳,未詳,,,0,,【未詳】,,102922,,,,,102922
195,馬元椿,元,未詳,未詳,Ma Yuanchun,,未詳,未詳,,,0,1323,【未詳】,,106062,書院山長;拒絕出仕,1264,1324,61,106062
196,李浩,元,未詳,未詳,Li Hao,,未詳,未詳,,,0,,【未詳】,,102888,,,,,102888
197,韓徳麟,元,未詳,未詳,Han Delin,,未詳,未詳,,,0,,【未詳】,,432898,,,,,432898
198,謝文昌,元,未詳,未詳,Xie Wenchang,,未詳,未詳,,,0,,【未詳】,,112471,,,,,112471
199,月魯不花,元,未詳,未詳,Yuelubuhua,,未詳,未詳,,,0,,【未詳】,,117389,,,,,117389
200,瓜爾佳歡托和,元,未詳,未詳,Guaerjiahuantuohe,,未詳,未詳,,,0,,【未詳】,,415712,,,,,415712
201,楊惠,元,未詳,未詳,Yang Hui,,未詳,未詳,,,0,,【未詳】,,109397,,,,,109397
202,鐵柱,元,未詳,未詳,Tiezhu,,未詳,未詳,,,0,,【未詳】,,116961,,,,,116961
203,夾谷時中,元,未詳,未詳,Jiagu Shizhong,,未詳,未詳,,,0,,【未詳】,,117673,,,,,117673
204,黃默,元,未詳,未詳,Huang Mo,,未詳,未詳,,,0,1386,【未詳】,,134113,,,,,134113
205,李廷玉,元,未詳,未詳,Li Tingyu,,未詳,未詳,,,0,,【未詳】,,103260,,,,,103260
206,張珪,元,未詳,未詳,Zhang Gui,,未詳,未詳,,,0,,【未詳】,,106598,,,,,106598
207,兀渾察,元,未詳,未詳,Wuhuncha,,未詳,未詳,,,0,,【未詳】,,117366,,,,,117366
208,楊泰,元,未詳,未詳,Yang Tai,,未詳,未詳,,,0,,【未詳】,,109378,,,,,109378
209,沈忙古歹,元,未詳,未詳,Shen Manggue,,未詳,未詳,,,0,,【未詳】,,103775,,,,,103775
